Energy[keV],Photon_to_nAmp_BestOf,Photon_to_nAmp_oxidized,Photon_to_nAmp_thin
10.32,8458336.33518894,8458336.33518894,8469856.57998629
10.33,8470761.50304833,8470761.50304833,8482298.67091066
10.34,8483621.03630345,8483621.03630345,8495175.71883594
10.35,8496081.79693913,8496081.79693913,8507653.45101392
10.36,8508619.34936004,8508619.34936004,8520208.07956745
10.37,8521113.57243572,8521113.57243572,8532719.31976124
10.38,8533926.9073834,8533926.9073834,8545550.10645704
10.39,8546454.77777585,8546454.77777585,8558095.03979521
10.4,8559059.62517875,8559059.62517875,8570717.05498643
10.41,8571987.06778896,8571987.06778896,8583662.10475927
10.42,8584502.33109833,8584502.33109833,8596194.41384352
10.43,8597217.72850297,8597217.72850297,8608927.12960546
10.44,8609763.24134211,8609763.24134211,8621489.7294193
10.45,8622758.88551105,8622758.88551105,8634503.07364133
10.46,8635459.75158782,8635459.75158782,8647221.23828374
10.47,8648112.89059943,8648112.89059943,8659891.61085678
10.48,8660843.30400383,8660843.30400383,8672639.36307026
10.49,8673904.4017082,8673904.4017082,8685718.24997536
10.5,8686538.03532672,8686538.03532672,8698369.09058899
10.51,8699248.53632268,8699248.53632268,8711096.90327335
10.52,8712036.41826077,8712036.41826077,8723902.20229258
10.53,8725159.06394673,8725159.06394673,8737042.72100755
10.54,8737975.33893123,8737975.33893123,8749876.4517445
10.55,8750740.12583619,8750740.12583619,8762658.62427521
10.56,8763582.37538673,8763582.37538673,8775518.36495553
10.57,8776763.5044615,8776763.5044615,8788717.44671362
10.58,8789632.29814853,8789632.29814853,8801603.76768351
10.59,8802447.63942923,8802447.63942923,8814436.56344496
10.6,8815340.49563386,8815340.49563386,8827346.97970558
10.61,8828708.87070033,8828708.87070033,8840733.5624842
10.62,8841626.84867395,8841626.84867395,8853669.13472964
10.63,8854489.35245499,8854489.35245499,8866549.1572267
10.64,8867831.54755107,8867831.54755107,8879909.52437784
10.65,8880851.20883556,8880851.20883556,8892946.9184267
10.66,8893814.36025722,8893814.36025722,8905927.72564635
10.67,8906855.57570761,8906855.57570761,8918986.70321786
10.68,8920247.67908049,8920247.67908049,8932397.04662082
10.69,8933174.28626611,8933174.28626611,8945341.25983123
10.7,8946315.62689602,8946315.62689602,8958500.49895264
10.71,8959398.33070537,8959398.33070537,8971601.02139022
10.72,8972836.15255504,8972836.15255504,8985057.14553849
10.73,8985938.76396361,8985938.76396361,8998177.6026894
10.74,8998980.56969957,8998980.56969957,9011237.17135045
10.75,9012100.36563468,9012100.36563468,9024374.83643321
10.76,9025719.96537002,9025719.96537002,9038012.98604843
10.77,9038857.949728,9038857.949728,9051168.86432667
10.78,9052074.40987856,9052074.40987856,9064403.32528144
10.79,9065227.79861575,9065227.79861575,9077574.62891964
10.8,9078744.8465801,9078744.8465801,9091110.08708847
10.81,9092056.70539849,9092056.70539849,9104440.07664394
10.82,9105304.31517547,9105304.31517547,9117705.72965089
10.83,9118919.38284148,9118919.38284148,9131339.34102411
10.84,9132181.57717935,9132181.57717935,9144619.5984561
10.85,9145522.60570454,9145522.60570454,9157978.79744749
10.86,9158797.03369412,9158797.03369412,9171271.30519341
10.87,9172589.78628216,9172589.78628216,9185082.84349531
10.88,9185876.85260266,9185876.85260266,9198388.00678555
10.89,9199242.60236442,9199242.60236442,9211771.9606838
10.9,9212539.33592091,9212539.33592091,9225086.80437679
10.91,9226361.02940358,9226361.02940358,9238927.3229908
10.92,9239817.169435,9239817.169435,9252401.79027017
10.93,9253203.00762744,9253203.00762744,9265805.85995951
10.94,9266667.86001118,9266667.86001118,9279289.05145741
10.95,9280514.44093334,9280514.44093334,9293154.49140759
10.96,9293988.37241274,9293988.37241274,9306646.77436686
10.97,9307389.4779617,9307389.4779617,9320066.13220685
10.98,9321022.21245863,9321022.21245863,9333717.4344732
10.99,9334888.86186466,9334888.86186466,9347602.97024048
11,9348375.63820613,9348375.63820613,9361108.11555651
11.01,9361941.60277837,9361941.60277837,9374692.55695759
11.02,9375897.68446637,9375897.68446637,9388667.64681352
11.03,9389468.97991006,9389468.97991006,9402257.4263467
11.04,9403119.85227835,9403119.85227835,9415926.89118816
11.05,9416693.83263742,9416693.83263742,9429519.35929358
11.06,9430662.42515024,9430662.42515024,9443506.97701405
11.07,9444396.98428421,9444396.98428421,9457260.24260248
11.08,9458053.22111223,9458053.22111223,9470935.07921005
11.09,9471629.85065757,9471629.85065757,9484530.20010993
11.1,9485765.62762016,9485765.62762016,9498685.22998521
11.11,9499502.81149276,9499502.81149276,9512441.12388716
11.12,9513320.15166161,9513320.15166161,9526277.28325814
11.13,9527056.31745379,9527056.31745379,9540032.15769304
11.14,9541197.4107468,9541197.4107468,9554192.51113957
11.15,9554932.19595023,9554932.19595023,9567946.00310537
11.16,9568746.77607947,9568746.77607947,9581779.39867757
11.17,9582641.67208463,9582641.67208463,9595693.21951582
11.18,9596782.37683644,9596782.37683644,9609853.18389197
11.19,9610674.52086265,9610674.52086265,9623764.24900309
11.2,9624647.31225675,9624647.31225675,9637756.07132371
11.21,9638868.14283137,9638868.14283137,9651996.27065396
11.22,9652669.45893103,9652669.45893103,9665816.38413099
11.23,9666718.60521404,9666718.60521404,9679884.6653358
11.24,9680511.71349402,9680511.71349402,9693696.55981411
11.25,9694892.5082261,9694892.5082261,9708096.94117282
11.26,9708846.98936124,9708846.98936124,9722070.42829594
11.27,9722881.98804833,9722881.98804833,9736124.54263581
11.28,9736826.68714614,9736826.68714614,9750088.23439848
11.29,9751195.64080973,9751195.64080973,9764476.75856117
11.3,9765302.7081601,9765302.7081601,9778603.03972178
11.31,9779317.80462697,9779317.80462697,9792637.22473465
11.32,9793413.44812016,9793413.44812016,9806752.06647879
11.33,9807939.39115614,9807939.39115614,9821297.79383323
11.34,9822023.74713141,9822023.74713141,9835401.33268587
11.35,9836012.97963418,9836012.97963418,9849409.61850794
11.36,9850258.81825497,9850258.81825497,9863674.85994528
11.37,9864763.78893874,9864763.78893874,9878199.58638319
11.38,9878818.67497625,9878818.67497625,9892273.61516004
11.39,9893132.41535621,9893132.41535621,9906606.85083867
11.4,9907348.98747426,9907348.98747426,9920842.78591234
11.41,9921826.81102957,9921826.81102957,9935340.32824743
11.42,9936026.53807318,9936026.53807318,9949559.39530367
11.43,9950307.25928731,9950307.25928731,9963859.5668444
11.44,9964851.49791011,9964851.49791011,9978423.61470423
11.45,9979113.78310178,9979113.78310178,9992705.32511267
11.46,9993457.2748011,9993457.2748011,10007068.3526319
11.47,10007882.4975525,10007882.4975525,10021513.2225208
11.48,10022574.739052,10022574.739052,10036225.4748371
11.49,10036794.8084897,10036794.8084897,10050464.9119938
11.5,10051281.5689473,10051281.5689473,10064971.4034032
11.51,10065477.1115906,10065477.1115906,10079186.28036
11.52,10080315.4644226,10080315.4644226,10094044.8430122
11.53,10094674.0095903,10094674.0095903,10108422.9445027
11.54,10109113.7963941,10109113.7963941,10122882.3982803
11.55,10123635.3468157,10123635.3468157,10137423.7270376
11.56,10138429.5593899,10138429.5593899,10152238.0893131
11.57,10152925.8512955,10152925.8512955,10166754.1251524
11.58,10167312.27456,10167312.27456,10181160.1427096
11.59,10181779.7210372,10181779.7210372,10195647.293833
11.6,10196715.1674705,10196715.1674705,10210603.0823278
11.61,10211153.7080656,10211153.7080656,10225061.2881994
11.62,10225868.0784382,10225868.0784382,10239795.6995283
11.63,10240665.5783905,10240665.5783905,10254613.3536592
11.64,10255350.6025841,10255350.6025841,10269318.3788397
11.65,10269921.4911605,10269921.4911605,10283909.1129503
11.66,10284574.1763872,10284574.1763872,10298581.7551182
11.67,10299507.5197755,10299507.5197755,10313535.4377038
11.68,10314127.0347366,10314127.0347366,10328174.8644282
11.69,10328828.450541,10328828.450541,10342896.3035448
11.7,10343411.7356305,10343411.7356305,10357499.4510525
11.71,10358479.0824614,10358479.0824614,10372587.3195933
11.72,10373227.3023684,10373227.3023684,10387355.6265596
11.73,10387855.2350382,10387855.2350382,10402003.4824576
11.74,10402768.253627,10402768.253627,10416936.8125613
11.75,10417764.8413983,10417764.8413983,10431953.8256687
11.76,10432640.4599872,10432640.4599872,10446849.7048339
11.77,10447393.3621726,10447393.3621726,10461622.7004558
11.78,10462228.383233,10462228.383233,10476477.9267986
11.79,10477353.4026881,10477353.4026881,10491623.5465136
11.8,10492146.8754564,10492146.8754564,10506437.1679756
11.81,10507022.5102189,10507022.5102189,10521333.0633363
11.82,10522190.4965061,10522190.4965061,10536521.7084041
11.83,10537232.8023981,10537232.8023981,10551584.5019002
11.84,10551936.4054694,10551936.4054694,10566308.1312627
11.85,10566933.1638665,10566933.1638665,10581325.3152283
11.86,10582225.9423526,10582225.9423526,10596638.9224619
11.87,10597176.9162436,10597176.9162436,10611610.2595629
11.88,10612210.6139977,10612210.6139977,10626664.4331968
11.89,10627112.414693,10627112.414693,10641586.5301284
11.9,10642528.2843406,10642528.2843406,10657023.3961734
11.91,10657596.5752768,10657596.5752768,10672112.2101053
11.92,10672530.5747606,10672530.5747606,10687066.5496801
11.93,10687546.7469616,10687546.7469616,10702103.1738911
11.94,10703083.8829387,10703083.8829387,10717661.4714303
11.95,10718267.5696621,10718267.5696621,10732865.8383184
11.96,10733314.2468996,10733314.2468996,10747933.0091138
11.97,10748443.5808873,10748443.5808873,10763082.9492376
11.98,10763878.4726851,10763878.4726851,10778538.8633412
11.99,10778952.3065824,10778952.3065824,10793633.2277837
12,10794108.7402671,10794108.7402671,10808810.3045145
12.01,10809348.2927568,10809348.2927568,10824070.6132579
12.02,10824897.1475965,10824897.1475965,10839640.6456208
12.03,10840078.8542728,10840078.8542728,10854843.0297649
12.04,10855343.6075507,10855343.6075507,10870128.57362
12.05,10870920.0800495,10870920.0800495,10885726.2612573
12.06,10886124.3467882,10886124.3467882,10900951.2361905
12.07,10901411.5685663,10901411.5685663,10916259.2791479
12.08,10916551.6129217,10916551.6129217,10931419.944227
12.09,10932468.4694219,10932468.4694219,10947358.4794683
12.1,10947776.1884161,10947776.1884161,10962687.0475589
12.11,10962934.0801341,10962934.0801341,10977865.5843088
12.12,10978408.2041044,10978408.2041044,10993360.7840191
12.13,10993966.739687,10993966.739687,11008940.51031
12.14,11009374.4623012,11009374.4623012,11024369.2182255
12.15,11024865.9384799,11024865.9384799,11039881.7937777
12.16,11040204.2235587,11040204.2235587,11055240.9695839
12.17,11055863.916833,11055863.916833,11070921.9913432
12.18,11071369.7424771,11071369.7424771,11086448.9359049
12.19,11086719.6268505,11086719.6268505,11101819.7268039
12.2,11102393.3520857,11102393.3520857,11117514.7996357
12.21,11118152.2554571,11118152.2554571,11133295.1666162
12.22,11133754.1709926,11133754.1709926,11148918.3319434
12.23,11149196.9899364,11149196.9899364,11164382.1839897
12.24,11164967.5039779,11164967.5039779,11180174.177454
12.25,11180578.205352,11180578.205352,11195806.1405862
12.26,11196273.1914418,11196273.1914418,11211522.5032298
12.27,11211805.8637352,11211805.8637352,11227076.3310058
12.28,11227918.1278082,11227918.1278082,11243210.5399648
12.29,11243371.2874143,11243371.2874143,11258684.7467573
12.3,11259157.0704543,11259157.0704543,11274492.0300165
12.31,11274777.2548829,11274777.2548829,11290133.4891191
12.32,11290732.9057069,11290732.9057069,11306110.8715221
12.33,11306522.1987689,11306522.1987689,11321921.6695838
12.34,11322142.9314175,11322142.9314175,11337563.6776531
12.35,11337847.2530301,11337847.2530301,11353289.3885345
12.36,11353890.9554474,11353890.9554474,11369354.9424569
12.37,11369764.9299201,11369764.9299201,11385250.5372654
12.38,11385466.9379274,11385466.9379274,11400973.9313904
12.39,11401252.7791225,11401252.7791225,11416781.2728838
12.4,11417381.9446415,11417381.9446415,11432932.4063085
12.41,11433078.0347342,11433078.0347342,11448649.8744587
12.42,11448857.6621129,11448857.6621129,11464450.9936726
12.43,11465244.891168,11465244.891168,11480860.5421156
12.44,11481195.0177367,11481195.0177367,11496832.3927392
12.45,11496966.5799575,11496966.5799575,11512625.4358104
12.46,11512821.8805849,11512821.8805849,11528502.3313399
12.47,11529026.9874809,11529026.9874809,11544729.5095736
12.48,11545052.263408,11545052.263408,11560776.6119089
12.49,11560895.3746727,11560895.3746727,11576641.3014738
12.5,11576822.3970734,11576822.3970734,11592590.0164615
12.51,11593103.2200026,11593103.2200026,11608893.0138536
12.52,11609200.5761805,11609200.5761805,11625012.294613
12.53,11625112.0955107,11625112.0955107,11640945.485415
12.54,11641107.6753885,11641107.6753885,11656962.8512551
12.55,11657461.07521,11657461.07521,11673338.5243892
12.56,11673627.2999979,11673627.2999979,11689526.7675574
12.57,11689603.9430917,11689603.9430917,11705525.1708215
12.58,11705664.7719587,11705664.7719587,11721607.8745199
12.59,11722087.4643495,11722087.4643495,11738052.9345996
12.6,11738319.200147,11738319.200147,11754306.7780035
12.61,11754357.5359928,11754357.5359928,11770366.9580451
12.62,11770480.1577796,11770480.1577796,11786511.5388251
12.63,11786968.7097947,11786968.7097947,11803022.5482299
12.64,11803262.4496442,11803262.4496442,11819338.4801352
12.65,11819358.8971667,11819358.8971667,11835456.8510015
12.66,11835823.8441968,11835823.8441968,11851944.2232714
12.67,11852090.5315315,11852090.5315315,11868233.0658164
12.68,11868442.6157571,11868442.6157571,11884607.4215627
12.69,11884593.4405035,11884593.4405035,11900780.2437146
12.7,11901405.0679078,11901405.0679078,11917614.768537
12.71,11917727.2569091,11917727.2569091,11933959.1883418
12.72,11933844.6466965,11933844.6466965,11950098.5299964
12.73,11950045.9575728,11950045.9575728,11966321.9070404
12.74,11966916.2890589,11966916.2890589,11983215.2158994
12.75,11983289.0261686,11983289.0261686,11999610.252659
12.76,11999452.8585178,11999452.8585178,12015796.1001301
12.77,12015996.0048365,12015996.0048365,12032361.7781959
12.78,12032625.6554127,12032625.6554127,12049014.0783379
12.79,12049044.8321292,12049044.8321292,12065455.6179551
12.8,12065549.4636414,12065549.4636414,12081982.7287574
12.81,12081840.4715644,12081840.4715644,12098295.9250152
12.82,12098817.1693361,12098817.1693361,12115295.7450306
12.83,12115279.5663084,12115279.5663084,12131780.5637695
12.84,12131827.3831335,12131827.3831335,12148350.918703
12.85,12148461.1365039,12148461.1365039,12165007.3272272
12.86,12165181.3476745,12165181.3476745,12181750.3113071
12.87,12181682.5469695,12181682.5469695,12198273.9852173
12.88,12198269.1004463,12198269.1004463,12214883.1295617
12.89,12215249.6696454,12215249.6696454,12231886.8262775
12.9,12231700.3331988,12231700.3331988,12248359.8956165
12.91,12248235.7457363,12248235.7457363,12264917.8293678
12.92,12264856.4151922,12264856.4151922,12281561.1361572
12.93,12281875.3380559,12281875.3380559,12298603.2387752
12.94,12298355.5788852,12298355.5788852,12315105.9256743
12.95,12315235.1114225,12315235.1114225,12332008.4481164
12.96,12331886.1964062,12331886.1964062,12348682.2118596
12.97,12348939.8084949,12348939.8084949,12365759.0509492
12.98,12365445.8122809,12365445.8122809,12382287.5358943
12.99,12382355.3762942,12382355.3762942,12399220.1307152
13,12399031.9260014,12399031.9260014,12415919.3938647
13.01,12416115.2886895,12416115.2886895,12433026.024074
13.02,12432964.4400674,12432964.4400674,12449898.1239776
13.03,12449576.5350214,12449576.5350214,12466532.8445867
13.04,12466922.8212417,12466922.8212417,12483902.7564298
13.05,12483707.2447758,12483707.2447758,12500710.0403303
13.06,12500577.4823061,12500577.4823061,12517603.2551056
13.07,12517205.941634,12517205.941634,12534254.3623768
13.08,12534577.4550487,12534577.4550487,12551649.5357737
13.09,12551377.8255705,12551377.8255705,12568472.7883816
13.1,12568263.7853771,12568263.7853771,12585381.746847
13.11,12585235.8438098,12585235.8438098,12602376.9212046
13.12,12602628.3679344,12602628.3679344,12619793.133928
13.13,12619440.3160681,12619440.3160681,12636627.9799165
13.14,12636337.5997093,12636337.5997093,12653548.2776395
13.15,12653320.7244803,12653320.7244803,12670554.5334078
13.16,12670728.700286,12670728.700286,12687986.2188575
13.17,12687886.2169594,12687886.2169594,12705167.1040497
13.18,12704790.2676308,12704790.2676308,12722094.1780196
13.19,12721779.8719464,12721779.8719464,12739106.9221576
13.2,12739198.7439843,12739198.7439843,12756549.5186801
13.21,12756362.1639603,12756362.1639603,12773736.3152153
13.22,12773267.0882705,12773267.0882705,12790664.2640137
13.23,12790950.7992765,12790950.7992765,12808372.0602148
13.24,12808029.0606396,12808029.0606396,12825473.5821511
13.25,12825193.5725092,12825193.5725092,12842661.472067
13.26,12842444.8452811,12842444.8452811,12859936.2410534
13.27,12859783.3937495,12859783.3937495,12877298.4046057
13.28,12877209.7371529,12877209.7371529,12894748.4826698
13.29,12894370.3625289,12894370.3625289,12911932.4807987
13.3,12911262.1535863,12911262.1535863,12928847.278457
13.31,12928951.3163797,12928951.3163797,12946560.5338706
13.32,12946372.6693667,12946372.6693667,12964005.6147212
13.33,12963523.0420236,12963523.0420236,12981179.3461669
13.34,12980759.4089611,12980759.4089611,12998439.1890172
13.35,12998443.6542473,12998443.6542473,13016147.5202261
13.36,13015854.7692363,13015854.7692363,13033582.3491345
13.37,13032989.5471131,13032989.5471131,13050740.46456
13.38,13050209.8824951,13050209.8824951,13067984.2540199
13.39,13068248.9850349,13068248.9850349,13086047.9257975
13.4,13085276.8236204,13085276.8236204,13103098.9562805
13.41,13102758.1044337,13102758.1044337,13120604.046579
13.42,13120326.974829,13120326.974829,13138196.8457565
13.43,13137983.9518122,13137983.9518122,13155877.8715229
13.44,13155356.8838224,13155356.8838224,13173274.4654475
13.45,13172816.4127263,13172816.4127263,13190757.7742105
13.46,13190738.2619471,13190738.2619471,13208704.0329703
13.47,13207997.2929731,13207997.2929731,13225986.5707776
13.48,13225719.6710294,13225719.6710294,13243733.0866934
13.49,13243151.6305802,13243151.6305802,13261188.7885539
13.5,13261050.5267073,13261050.5267073,13279112.0629579
13.51,13278657.4491421,13278657.4491421,13296742.9660017
13.52,13295969.0277948,13295969.0277948,13314078.1230056
13.53,13313750.3642583,13313750.3642583,13331883.6776298
13.54,13331620.3292003,13331620.3292003,13349777.9814444
13.55,13349192.568044,13349192.568044,13367374.1536581
13.56,13366851.8411246,13366851.8411246,13385057.4786492
13.57,13384598.6556302,13384598.6556302,13402828.4642966
13.58,13402433.5230442,13402433.5230442,13420687.6227805
13.59,13420356.9591902,13420356.9591902,13438635.4706268
13.6,13437975.9972333,13437975.9972333,13456278.5057804
13.61,13455681.9702419,13455681.9702419,13474008.5943048
13.62,13473475.3828401,13473475.3828401,13491826.2415114
13.63,13491356.7439094,13491356.7439094,13509731.9569748
13.64,13508927.7437773,13508927.7437773,13527326.8885252
13.65,13527385.3685363,13527385.3685363,13545809.6525489
13.66,13545132.1201303,13545132.1201303,13563580.5751991
13.67,13562563.2892054,13562563.2892054,13581035.4855074
13.68,13580483.7814473,13580483.7814473,13598980.3854399
13.69,13598898.1897245,13598898.1897245,13617419.874121
13.7,13616590.1974109,13616590.1974109,13635135.9783025
13.71,13634368.8052022,13634368.8052022,13652938.800538
13.72,13652234.511415,13652234.511415,13670828.839823
13.73,13670598.9149119,13670598.9149119,13689218.2556173
13.74,13688641.7156832,13688641.7156832,13707285.6306634
13.75,13706359.2665393,13706359.2665393,13725027.3128044
13.76,13724163.1790645,13724163.1790645,13742855.4742389
13.77,13742470.5883281,13742470.5883281,13761187.8181738
13.78,13760450.1062346,13760450.1062346,13779191.8241639
13.79,13778517.4902475,13778517.4902475,13797283.815934
13.8,13796673.2474744,13796673.2474744,13815464.3012823
13.81,13814917.8892692,13814917.8892692,13833733.7922591
13.82,13832828.235237,13832828.235237,13851668.5320986
13.83,13850825.6540234,13850825.6540234,13869690.4633495
13.84,13869337.1700294,13869337.1700294,13888227.19202
13.85,13887511.6621565,13887511.6621565,13906426.4377854
13.86,13905345.3547855,13905345.3547855,13924284.4198842
13.87,13923696.0932469,13923696.0932469,13942660.1520312
13.88,13942136.4397846,13942136.4397846,13961125.6143007
13.89,13960233.1915148,13960233.1915148,13979247.0137868
13.9,13978417.6807405,13978417.6807405,13997456.2702669
13.91,13996690.4098071,13996690.4098071,14015753.8867704
13.92,14015051.8852322,14015051.8852322,14034140.3705049
13.93,14033502.6177487,14033502.6177487,14052616.2328988
13.94,14051602.1217464,14051602.1217464,14070740.3884011
13.95,14069788.9702715,14069788.9702715,14088952.0073939
13.96,14088507.5888168,14088507.5888168,14107696.120677
13.97,14106872.0990578,14106872.0990578,14126085.6433608
13.98,14124878.5758186,14124878.5758186,14144116.6449232
13.99,14143419.8159689,14143419.8159689,14162683.1382222
14,14162050.9282586,14162050.9282586,14181339.6260664
14.01,14180321.058288,14180321.058288,14199634.6399928
14.02,14198679.0872436,14198679.0872436,14218017.6725637
14.03,14217125.5150213,14217125.5150213,14236489.2243557
14.04,14235660.8456391,14235660.8456391,14255049.8000735
14.05,14254285.5872792,14254285.5872792,14273699.9085912
14.06,14272541.3576809,14272541.3576809,14291980.5433322
14.07,14291344.9255521,14291344.9255521,14310809.7216422
14.08,14309777.4967457,14309777.4967457,14329267.3979774
14.09,14328298.463866,14328298.463866,14347813.5906347
14.1,14346443.350566,14346443.350566,14365983.1906504
14.11,14365607.598203,14365607.598203,14385173.5399716
14.12,14383928.7074686,14383928.7074686,14403519.6025679
14.13,14402337.152733,14402337.152733,14421953.1201146
14.14,14420833.4254108,14420833.4254108,14440474.5846954
14.15,14439890.716055,14439890.716055,14459557.8313486
14.16,14458565.6922409,14458565.6922409,14478258.2428315
14.17,14477330.0035017,14477330.0035017,14497048.1110636
14.18,14495706.7598152,14495706.7598152,14515449.896499
14.19,14514649.6826105,14514649.6826105,14534418.6195344
14.2,14533202.9193129,14533202.9193129,14552997.1257249
14.21,14551844.3602255,14551844.3602255,14571663.9562595
14.22,14570574.5018624,14570574.5018624,14590419.6083287
14.23,14589879.1387983,14589879.1387983,14609750.5381589
14.24,14608302.8936548,14608302.8936548,14628199.3861493
14.25,14626813.6849772,14626813.6849772,14646735.3891491
14.26,14646392.148524,14646392.148524,14666340.5185417
14.27,14665081.6638336,14665081.6638336,14685055.4889507
14.28,14683366.4079113,14683366.4079113,14703365.1368298
14.29,14702231.849536,14702231.849536,14722256.2731652
14.3,14721683.3341089,14721683.3341089,14741734.2506387
14.31,14740231.7701391,14740231.7701391,14760307.9496185
14.32,14758867.4880798,14758867.4880798,14778969.0493864
14.33,14777590.9729425,14777590.9729425,14797718.035615
14.34,14796905.7360087,14796905.7360087,14817059.1053673
14.35,14815807.8630545,14815807.8630545,14835986.9770893
14.36,14834799.2451998,14834799.2451998,14855004.2254762
14.37,14853880.3834012,14853880.3834012,14874111.3521669
14.38,14873051.7826818,14873051.7826818,14893308.8628723
14.39,14891802.6456429,14891802.6456429,14912085.2644881
14.4,14911154.412599,14911154.412599,14931463.3885296
14.41,14930083.3176086,14930083.3176086,14950418.0746871
14.42,14949101.1595085,14949101.1595085,14969461.8188667
14.43,14968208.4345745,14968208.4345745,14988595.1180203
14.44,14987405.643089,14987405.643089,15007818.4731117
14.45,15006693.2893807,15006693.2893807,15027132.3891566
14.46,15025548.8174342,15025548.8174342,15046013.5984186
14.47,15044492.4027584,15044492.4027584,15064982.9848851
14.48,15063524.5324482,15063524.5324482,15084041.0363146
14.49,15083173.8383276,15083173.8383276,15103717.104527
14.5,15102386.2453746,15102386.2453746,15122955.6788513
14.51,15121688.6915485,15121688.6915485,15142284.4149358
14.52,15140548.3741796,15140548.3741796,15161169.7844339
14.53,15160030.6700767,15160030.6700767,15180678.6151966
14.54,15179067.7551031,15179067.7551031,15199741.6287119
14.55,15198193.420208,15198193.420208,15218893.3429517
14.56,15217408.1545282,15217408.1545282,15238134.2477189
14.57,15237254.412853,15237254.412853,15258007.5366257
14.58,15256650.5222171,15256650.5222171,15277430.0634695
14.59,15275591.7230147,15275591.7230147,15296397.0621617
14.6,15294620.4907074,15294620.4907074,15315451.7470152
14.61,15314835.2599312,15314835.2599312,15335694.0487324
14.62,15334044.1112033,15334044.1112033,15354929.0624388
14.63,15353341.9976118,15353341.9976118,15374253.2325474
14.64,15372729.4097318,15372729.4097318,15393667.0503015
14.65,15392206.8420476,15392206.8420476,15413171.0108586
14.66,15411216.9208845,15411216.9208845,15432206.981402
14.67,15430874.0872683,15430874.0872683,15451890.9208249
14.68,15450622.7707238,15450622.7707238,15471666.5019656
14.69,15469900.2024661,15469900.2024661,15490970.1895487
14.7,15489266.5437307,15489266.5437307,15510362.9077488
14.71,15508722.2818718,15508722.2818718,15529845.144584
14.72,15528836.604973,15528836.604973,15549986.8633711
14.73,15547903.9175571,15547903.9175571,15569080.145614
14.74,15567630.8092779,15567630.8092779,15588833.9053396
14.75,15586874.9206538,15586874.9206538,15608104.2271741
14.76,15606783.232094,15606783.232094,15628039.6537126
14.77,15626206.0867985,15626206.0867985,15647488.9623239
14.78,15645718.1339356,15645718.1339356,15667027.5848477
14.79,15665319.8608354,15665319.8608354,15686656.0092781
14.8,15685595.1482389,15685595.1482389,15706958.9116007
14.81,15704794.3225258,15704794.3225258,15726184.2351419
14.82,15724668.0513702,15724668.0513702,15746085.0319832
14.83,15744044.4674089,15744044.4674089,15765487.8386793
14.84,15764100.1393731,15764100.1393731,15785570.8264466
14.85,15783655.7397479,15783655.7397479,15805153.0615277
14.86,15803300.7320897,15803300.7320897,15824824.8103274
14.87,15823632.1134219,15823632.1134219,15845183.8829787
14.88,15843459.2512264,15843459.2512264,15865038.0253231
14.89,15862776.9460488,15862776.9460488,15884382.0308246
14.9,15882784.4106743,15882784.4106743,15904416.745595
14.91,15902883.7388885,15902883.7388885,15924543.4490721
14.92,15922469.3744711,15922469.3744711,15944155.7602689
14.93,15942144.0315956,15942144.0315956,15963857.2142548
14.94,15961908.1916176,15961908.1916176,15983648.293041
14.95,15982374.15201,15982374.15201,16004142.128049
14.96,16002320.7152749,16002320.7152749,16024115.8585111
14.97,16021742.5592764,16021742.5592764,16043564.1550428
14.98,16041869.620234,16041869.620234,16063718.6290354
14.99,16062088.6480278,16062088.6480278,16083965.1951228
15,16081778.5810779,16081778.5810779,16103681.9458401
15.01,16101557.5549883,16101557.5549883,16123487.8586912
15.02,16121426.0488967,16121426.0488967,16143383.4134665
15.03,16142011.9803466,16142011.9803466,16163997.3829324
15.04,16162062.9447699,16162062.9447699,16184075.6567472
15.05,16182204.9002211,16182204.9002211,16204245.0455197
15.06,16202438.3410418,16202438.3410418,16224506.0442645
15.07,16222128.3510945,16222128.3510945,16244222.8720893
15.08,16242544.238077,16242544.238077,16264666.5654874
15.09,16262413.6836139,16262413.6836139,16284563.0731873
15.1,16283013.9953384,16283013.9953384,16305191.4425138
15.11,16303064.8254048,16303064.8254048,16325269.5817886
15.12,16323206.0792638,16323206.0792638,16345438.2680133
15.13,16342790.7743385,16342790.7743385,16365049.6374212
15.14,16363761.811922,16363761.811922,16386049.2375348
15.15,16383525.7150443,16383525.7150443,16405840.0590715
15.16,16404031.5133599,16404031.5133599,16426373.7862618
15.17,16423974.5516435,16423974.5516435,16446343.9869417
15.18,16444664.545662,16444664.545662,16467062.1607094
15.19,16464788.653711,16464788.653711,16487213.6777714
15.2,16485003.0033061,16485003.0033061,16507455.5592884
15.21,16505308.0779794,16505308.0779794,16527788.2894511
15.22,16525704.3650005,16525704.3650005,16548212.3561927
15.23,16546192.3554119,16546192.3554119,16568728.2512245
15.24,16566102.4213988,16566102.4213988,16588665.4346995
15.25,16586773.1927574,16586773.1927574,16609364.359626
15.26,16606862.8435555,16606862.8435555,16629481.3725064
15.27,16627718.3588903,16627718.3588903,16650365.2930302
15.28,16647989.5261876,16647989.5261876,16670664.069635
15.29,16668351.1325004,16668351.1325004,16691053.4084333
15.3,16688803.6603397,16688803.6603397,16711533.792593
15.31,16709347.5959288,16709347.5959288,16732105.7089998
15.32,16729296.4509017,16729296.4509017,16752081.7342913
15.33,16750711.6540209,16750711.6540209,16773526.1048936
